  PID   TT  STAT      TIME COMMAND
65249   ??  S     45:52.00 /Applications/Microsoft Teams.app/Contents/Helpers/Microsoft Teams WebView.app/Contents/Frameworks/Microsoft Edge Framework.framework/Versions/144.0.3719.115/Helpers/Microsoft Teams WebView Helper (Renderer).app/Contents/MacOS/Microsoft Teams WebView Helper (Renderer) --type=renderer --noerrdialogs --user-data-dir=/Users/mahtabshaikh/Library/Containers/com.microsoft.teams2/Data/Library/Application Support/Microsoft/MSTeams/EBWebView --webview-exe-name=Microsoft Teams --webview-exe-version=26032.605.4378.6183 --embedded-browser-webview=1 --no-sandbox --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --enable-blink-features=IndexedDbGetAllRecords --lang=en-US --js-flags=--stack-trace-limit=50 --expose-gc --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1771019735766061 --launch-time-ticks=623832496681 --shared-files --metrics-shmem-handle=1752395122,r,1423325764859835709,15152147853598547393,2097152 --field-trial-handle=1718379636,r,3923955707859631576,6248477978526148265,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,msDomainActionsHuffmanTreeSearch,msEnhancedTrackingPreventionEnabled --variations-seed-version --trace-process-track-uuid=3190708990997080739 COMMAND_MODE=unix2003 __CFBundleIdentifier=com.microsoft.teams2 XPC_SERVICE_NAME=application.com.microsoft.teams2.28190150.28190156.3823655E-9BBB-48DC-8A4B-3E317C0E7B50 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners PATH=/usr/bin:/bin:/usr/sbin:/sbin XPC_FLAGS=0x0 LOGNAME=mahtabshaikh USER=mahtabshaikh HOME=/Users/mahtabshaikh/Library/Containers/com.microsoft.teams2/Data SHELL=/bin/zsh TMPDIR=/Users/mahtabshaikh/Library/Containers/com.microsoft.teams2/Data/tmp/ CFFIXED_USER_HOME=/Users/mahtabshaikh/Library/Containers/com.microsoft.teams2/Data APP_SANDBOX_CONTAINER_ID=com.microsoft.teams2 __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 EDGE_BROWSER_PID=65156 MACH_PORT_RENDEZVOUS_PEER_VALDATION=0
65612   ??  S      0:10.56 /Applications/Microsoft Teams.app/Contents/Helpers/Microsoft Teams WebView.app/Contents/Frameworks/Microsoft Edge Framework.framework/Versions/144.0.3719.115/Helpers/Microsoft Teams WebView Helper.app/Contents/MacOS/Microsoft Teams WebView Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --no-sandbox --message-loop-type-ui --noerrdialogs --user-data-dir=/Users/mahtabshaikh/Library/Containers/com.microsoft.teams2/Data/Library/Application Support/Microsoft/MSTeams/EBWebView --webview-exe-name=Microsoft Teams --webview-exe-version=26032.605.4378.6183 --embedded-browser-webview=1 --shared-files --metrics-shmem-handle=1752395122,r,17111139811963618623,16110511092856031988,524288 --field-trial-handle=1718379636,r,3923955707859631576,6248477978526148265,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,msDomainActionsHuffmanTreeSearch,msEnhancedTrackingPreventionEnabled --variations-seed-version --trace-process-track-uuid=3190708993808206286 COMMAND_MODE=unix2003 __CFBundleIdentifier=com.microsoft.teams2 XPC_SERVICE_NAME=application.com.microsoft.teams2.28190150.28190156.3823655E-9BBB-48DC-8A4B-3E317C0E7B50 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners PATH=/usr/bin:/bin:/usr/sbin:/sbin XPC_FLAGS=0x0 LOGNAME=mahtabshaikh USER=mahtabshaikh HOME=/Users/mahtabshaikh/Library/Containers/com.microsoft.teams2/Data SHELL=/bin/zsh TMPDIR=/Users/mahtabshaikh/Library/Containers/com.microsoft.teams2/Data/tmp/ CFFIXED_USER_HOME=/Users/mahtabshaikh/Library/Containers/com.microsoft.teams2/Data APP_SANDBOX_CONTAINER_ID=com.microsoft.teams2 __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 EDGE_BROWSER_PID=65156 MACH_PORT_RENDEZVOUS_PEER_VALDATION=0
65613   ??  S      0:09.26 /Applications/Microsoft Teams.app/Contents/Helpers/Microsoft Teams WebView.app/Contents/Frameworks/Microsoft Edge Framework.framework/Versions/144.0.3719.115/Helpers/Microsoft Teams WebView Helper (Plugin).app/Contents/MacOS/Microsoft Teams WebView Helper (Plugin) --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --no-sandbox --message-loop-type-ui --noerrdialogs --user-data-dir=/Users/mahtabshaikh/Library/Containers/com.microsoft.teams2/Data/Library/Application Support/Microsoft/MSTeams/EBWebView --webview-exe-name=Microsoft Teams --webview-exe-version=26032.605.4378.6183 --embedded-browser-webview=1 --shared-files --metrics-shmem-handle=1752395122,r,13145575638109702837,4928964187554242123,524288 --field-trial-handle=1718379636,r,3923955707859631576,6248477978526148265,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,msDomainActionsHuffmanTreeSearch,msEnhancedTrackingPreventionEnabled --variations-seed-version --trace-process-track-uuid=3190708994745248135 COMMAND_MODE=unix2003 __CFBundleIdentifier=com.microsoft.teams2 XPC_SERVICE_NAME=application.com.microsoft.teams2.28190150.28190156.3823655E-9BBB-48DC-8A4B-3E317C0E7B50 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners PATH=/usr/bin:/bin:/usr/sbin:/sbin XPC_FLAGS=0x0 LOGNAME=mahtabshaikh USER=mahtabshaikh HOME=/Users/mahtabshaikh/Library/Containers/com.microsoft.teams2/Data SHELL=/bin/zsh TMPDIR=/Users/mahtabshaikh/Library/Containers/com.microsoft.teams2/Data/tmp/ CFFIXED_USER_HOME=/Users/mahtabshaikh/Library/Containers/com.microsoft.teams2/Data APP_SANDBOX_CONTAINER_ID=com.microsoft.teams2 __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 EDGE_BROWSER_PID=65156 MACH_PORT_RENDEZVOUS_PEER_VALDATION=0
67590   ??  S      0:57.79 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1831 --time-ticks-at-unix-epoch=-1771019761922780 --launch-time-ticks=918977787676 --shared-files --metrics-shmem-handle=1752395122,r,11320696301217098510,15407676514741013079,2097152 --field-trial-handle=1718379636,r,2286924953060907690,5648025023147676485,262144 --variations-seed-version=20260223-010031.861000-production --trace-process-track-uuid=3190710702035497013 --seatbelt-client=263
68107   ??  Ss     0:01.45 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
68475   ??  Ss     0:08.67 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
69015   ??  S      0:09.04 /System/Cryptexes/App/usr/libexec/PasswordBreachAgent
69771   ??  S     76:28.95 /System/Applications/Utilities/Activity Monitor.app/Contents/MacOS/Activity Monitor
69974   ??  Ss     0:05.45 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
70220   ??  S      0:00.88 /System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
70342   ??  S      0:12.72 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent
72450   ??  Ss     1:50.87 /System/Library/PrivateFrameworks/AmbientDisplay.framework/Versions/A/XPCServices/com.apple.AmbientDisplayAgent.xpc/Contents/MacOS/com.apple.AmbientDisplayAgent
72606   ??  S      0:50.09 /System/Applications/Calendar.app/Contents/MacOS/Calendar
75687   ??  S      4:36.49 /Applications/Microsoft Word.app/Contents/MacOS/Microsoft Word COMMAND_MODE=unix2003 __CFBundleIdentifier=com.microsoft.Word XPC_SERVICE_NAME=application.com.microsoft.Word.565453.565471 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners PATH=/usr/bin:/bin:/usr/sbin:/sbin XPC_FLAGS=1 LOGNAME=mahtabshaikh USER=mahtabshaikh HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/
77731   ??  Ss     0:05.57 /usr/libexec/sandboxd
77944   ??  S      0:16.72 /System/Library/PrivateFrameworks/HearingCore.framework/heard
79489   ??  S      0:20.82 /usr/sbin/distnoted agent
83440   ??  S    186:39.91 /Applications/DBeaver.app/Contents/MacOS/dbeaver USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=org.jkiss.dbeaver.core.product PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.org.jkiss.dbeaver.core.product.702032.703193 XPC_FLAGS=1
84341   ??  SNs    0:01.75 /usr/sbin/netbiosd
84364   ??  S      0:00.08 /System/Library/PrivateFrameworks/KerberosHelper/Helpers/DiskUnmountWatcher
84389   ??  Ss     0:00.15 /usr/libexec/ioupsd
84390   ??  S      0:11.43 /Applications/Insomnia.app/Contents/MacOS/Insomnia MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.insomnia.app PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.insomnia.app.23871859.23871865 XPC_FLAGS=1
84396   ??  S      0:00.03 /Applications/Insomnia.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mahtabshaikh/Library/Application Support/Insomnia/Crashpad --url=https://f.a.k/e --annotation=_productName=Insomnia --annotation=_version=12.3.1 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=38.4.0 --handshake-fd=20 MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.insomnia.app PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=0 XPC_FLAGS=0x0
84397   ??  S      0:04.43 /Applications/Insomnia.app/Contents/Frameworks/Insomnia Helper (GPU).app/Contents/MacOS/Insomnia Helper (GPU) --type=gpu-process --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Insomnia --gpu-preferences=SAAAAAAAAAAgAAAIAAAAAAAAAAAAAGAAAwAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,11623406698035882204,8935075950612142454,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --seatbelt-client=33 MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.insomnia.app PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.insomnia.app.23871859.23871865 XPC_FLAGS=0x0 OS_ACTIVITY_MODE=disable
84399   ??  S      0:01.28 /Applications/Insomnia.app/Contents/Frameworks/Insomnia Helper.app/Contents/MacOS/Insomnia Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Insomnia --standard-schemes=insomnia-event-source,https,http,insomnia-templating-worker-database --secure-schemes=insomnia-event-source,https,http,insomnia-templating-worker-database,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=insomnia-event-source,https,http,insomnia-templating-worker-database,sentry-ipc --streaming-schemes=insomnia-event-source --shared-files --field-trial-handle=1718379636,r,11623406698035882204,8935075950612142454,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --seatbelt-client=37 MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.insomnia.app PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.insomnia.app.23871859.23871865 XPC_FLAGS=0x0 OS_ACTIVITY_MODE=disable
84404   ??  S      0:14.49 /Applications/Insomnia.app/Contents/Frameworks/Insomnia Helper (Renderer).app/Contents/MacOS/Insomnia Helper (Renderer) --type=renderer --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Insomnia --standard-schemes=insomnia-event-source,https,http,insomnia-templating-worker-database --secure-schemes=insomnia-event-source,https,http,insomnia-templating-worker-database,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=insomnia-event-source,https,http,insomnia-templating-worker-database,sentry-ipc --streaming-schemes=insomnia-event-source --app-path=/Applications/Insomnia.app/Contents/Resources/app.asar --no-sandbox --no-zygote --disable-blink-features=Auxclick --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1771019761943218 --launch-time-ticks=922340212213 --shared-files --field-trial-handle=1718379636,r,11623406698035882204,8935075950612142454,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.insomnia.app PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.insomnia.app.23871859.23871865 XPC_FLAGS=0x0
84589   ??  S      0:03.33 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=338 --time-ticks-at-unix-epoch=-1771019761922780 --launch-time-ticks=878094787509 --shared-files --metrics-shmem-handle=1752395122,r,7552949585112118967,8650958303907824377,2097152 --field-trial-handle=1718379636,r,2286924953060907690,5648025023147676485,262144 --variations-seed-version=20260223-010031.861000-production --trace-process-track-uuid=3190709303032016456 --seatbelt-client=137
84601   ??  S      0:00.01 /Applications/Claude.app/Contents/Helpers/chrome-native-host chrome-extension://fcoeoabgfenejglbffodgkkbkcdhcgfn/ MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.google.Chrome PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.google.Chrome.441612.30722844 XPC_FLAGS=0x0 MACH_PORT_RENDEZVOUS_PEER_VALDATION=1
85244   ??  S      0:25.36 /Applications/Microsoft Teams.app/Contents/Helpers/Microsoft Teams WebView.app/Contents/Frameworks/Microsoft Edge Framework.framework/Versions/144.0.3719.115/Helpers/Microsoft Teams WebView Helper (Renderer).app/Contents/MacOS/Microsoft Teams WebView Helper (Renderer) --type=renderer --noerrdialogs --user-data-dir=/Users/mahtabshaikh/Library/Containers/com.microsoft.teams2/Data/Library/Application Support/Microsoft/MSTeams/EBWebView --webview-exe-name=Microsoft Teams --webview-exe-version=26032.605.4378.6183 --embedded-browser-webview=1 --no-sandbox --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --enable-blink-features=IndexedDbGetAllRecords --lang=en-US --js-flags=--stack-trace-limit=50 --expose-gc --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=21 --time-ticks-at-unix-epoch=-1771019735766061 --launch-time-ticks=922644131938 --shared-files --metrics-shmem-handle=1752395122,r,368102967350436659,7007429342288246925,2097152 --field-trial-handle=1718379636,r,3923955707859631576,6248477978526148265,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,msDomainActionsHuffmanTreeSearch,msEnhancedTrackingPreventionEnabled --variations-seed-version --trace-process-track-uuid=3190709005989750323 COMMAND_MODE=unix2003 __CFBundleIdentifier=com.microsoft.teams2 XPC_SERVICE_NAME=application.com.microsoft.teams2.28190150.28190156.3823655E-9BBB-48DC-8A4B-3E317C0E7B50 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners PATH=/usr/bin:/bin:/usr/sbin:/sbin XPC_FLAGS=0x0 LOGNAME=mahtabshaikh USER=mahtabshaikh HOME=/Users/mahtabshaikh/Library/Containers/com.microsoft.teams2/Data SHELL=/bin/zsh TMPDIR=/Users/mahtabshaikh/Library/Containers/com.microsoft.teams2/Data/tmp/ CFFIXED_USER_HOME=/Users/mahtabshaikh/Library/Containers/com.microsoft.teams2/Data APP_SANDBOX_CONTAINER_ID=com.microsoft.teams2 __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 EDGE_BROWSER_PID=65156 MACH_PORT_RENDEZVOUS_PEER_VALDATION=0
85273   ??  Ss     0:01.36 /Applications/Microsoft Teams.app/Contents/XPCServices/com.microsoft.teams2.teamsswitcher.xpc/Contents/MacOS/com.microsoft.teams2.teamsswitcher XPC_SERVICE_NAME=com.microsoft.teams2.teamsswitcher PATH=/usr/bin:/bin:/usr/sbin:/sbin SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ XPC_FLAGS=8019 LOGNAME=mahtabshaikh USER=mahtabshaikh SHELL=/bin/zsh
86048   ??  Ss     0:01.72 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
86620   ??  S      0:55.88 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=368 --time-ticks-at-unix-epoch=-1771019761922780 --launch-time-ticks=878528575750 --shared-files --metrics-shmem-handle=1752395122,r,2263864592872725076,909305813932550913,2097152 --field-trial-handle=1718379636,r,2286924953060907690,5648025023147676485,262144 --variations-seed-version=20260223-010031.861000-production --trace-process-track-uuid=3190709331143271926 --seatbelt-client=230
89110   ??  S      0:26.33 /Applications/Google Chrome.app/Contents/MacOS/Google Chrome --remote-debugging-port=9222 --user-data-dir=/Users/mahtabshaikh/.gemini/antigravity-browser-profile --disable-fre --no-default-browser-check --no-first-run --auto-accept-browser-signin-for-tests --ash-no-nudges --disable-features=OfferMigrationToDiceUsers,OptGuideOnDeviceModel
89112   ??  S      0:00.03 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mahtabshaikh/Library/Application Support/Google/Chrome/Crashpad --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=OS X --annotation=prod=Chrome_Mac --annotation=ver=145.0.7632.111 --handshake-fd=5
89119   ??  S      0:08.80 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=gpu-process --user-data-dir=/Users/mahtabshaikh/.gemini/antigravity-browser-profile --gpu-preferences=SAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --metrics-shmem-handle=1752395122,r,6956523885823358230,14367003499474015114,262144 --field-trial-handle=1718379636,r,2399398794939219756,4444709688369987015,262144 --disable-features=OfferMigrationToDiceUsers,OptGuideOnDeviceModel --variations-seed-version=20260224-010044.414000-production --trace-process-track-uuid=3190708988185955192 --seatbelt-client=30
89120   ??  S      0:01.30 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/mahtabshaikh/.gemini/antigravity-browser-profile --shared-files --metrics-shmem-handle=1752395122,r,8953340614854402654,4635496035530269078,524288 --field-trial-handle=1718379636,r,2399398794939219756,4444709688369987015,262144 --disable-features=OfferMigrationToDiceUsers,OptGuideOnDeviceModel --variations-seed-version=20260224-010044.414000-production --trace-process-track-uuid=3190708989122997041 --seatbelt-client=30
89121   ??  S      0:00.46 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --user-data-dir=/Users/mahtabshaikh/.gemini/antigravity-browser-profile --shared-files --metrics-shmem-handle=1752395122,r,7239643276951020817,8152726225616596431,524288 --field-trial-handle=1718379636,r,2399398794939219756,4444709688369987015,262144 --disable-features=OfferMigrationToDiceUsers,OptGuideOnDeviceModel --variations-seed-version=20260224-010044.414000-production --trace-process-track-uuid=3190708990060038890 --seatbelt-client=46
89907   ??  S      0:16.59 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=2008 --time-ticks-at-unix-epoch=-1771019761922780 --launch-time-ticks=923983252836 --shared-files --metrics-shmem-handle=1752395122,r,1253530387585468218,12728161724509557705,2097152 --field-trial-handle=1718379636,r,2286924953060907690,5648025023147676485,262144 --variations-seed-version=20260223-010031.861000-production --trace-process-track-uuid=3190710867891904286 --seatbelt-client=225
